Review;Label;Sentiment;Domain
I love accuweather. Compared to other weather apps this app has been the most reliable and accurate. However the widget has an annoying bug. It has text doubled over other text and the temperature seems not to be updating regularly. But I'm not entirely sure of that because I cannot read it because there is text over the number.;Dep,Usa;Positive;Weather  
I would also like to know where it is connected to that it is getting readings from. It is no where close to any of the reading in this area that I live in.;Dep;Positive;Weather   
Its a good app but the widget has some bugs on iPhone 7;Dep;Positive;Weather  
Minutecast says no precipitation for 120 minutes, but when I look at hourly it says 59 chance of snow in the next hour.  It had chances of snow between 4060 for a four hour period.  It never did snow during that time.;Dep;Positive;Weather   
Not very accurate in eastern Pa. Will show that it's raining but the description says rain starting in 15 minutes. I believe it relies on it's information from airports so the further away you are from that airport the less reliable it will be;Dep;Neutral;Weather   
Occasionally the reading for  chance of precipitation and degrees are swapped in error, but quickly switching between them fixes it. ;Dep;Negative;Weather   
One annoying thing about this app is that no matter what I do it shows me in a city 35 miles south of where I am, with a mile high mountain in the way the weather is very different.;Dep;Negative;Weather   
Reported 2 years ago that it won't keep my location address. Still not tracking right. It's showing weather for my zip code but several miles away on some street at least 2 miles away.;Dep;Neutral;Weather   
So if you want a really good looking weather app, this is it. In terms of actually forecasting the weather, the summaries are a bit too sparse.  In terms of general quality, it's below average, because the widget problem should have been caught in development  it's that obvious if you use it for a while.;Usa;Positive;Weather    
The AccuWeather app used to be quite accurate, but a year or two ago changes were made which have greatly deteriorated the quality of the forecasts.  Even with a specific address in place the Minutecast shows rain when it is not raining and no rain or coloration on the map when it is.  The temperatures are off by 810 degrees.  The wind speed is accurate only part of the time.  The new app is also less user friendly.  I use the old one to check on the month as a whole but that's about it.  This app serves for a very general picture if the weather... hot, cold, windy .... but it does not reflect actual weather anymore then the NOAA does.  I find that Weather Underground is the most reliable and specific weather app here in Rio Rancho, NM.;Dep;Positive;Weather   
The app is very accurate but the only thing that bothers me is when there is rain in the forecast. Usually it will say there's a 50 chance of rain, sometimes it can be frustrating when trying to plan a work day outdoors. Besides the the projected future forecast seem to be fairly accurate up to a week or so and it's very helpful.;Dep;Positive;Weather   
The bad thing is that the daily forecast summary is pretty sparse.  Some might think that this is a good thing. But it can be off.  For example tomorrow's forecast calls for Mostly cloudy with a shower. Problem is that according to all of the local TV news forecasts, what is really going to happen is Passing cold front in the morning, bringing a chance of light sprinkles and or snow flurries in the early morning to late morning. Clearing in the afternoon. ;Dep;Positive;Weather   
The weather now is rarely accurate. Quite frustrating. Temperature is often wrong. This is unacceptable and needs 2 be fixed immediately;Dep;Negative;Weather   
This app has constant bugs and misinformation. It will say rain when there is no rain, temps are off, forecast inaccurate. Next;Dep;Negative;Weather   
This app is useless and the only thing it does is tells lies. Uninstalling;Dep;Negative;Weather   
I like the app as it gives you everything you need to know except the weather alert statement. All it says is weather alert remains in effect til a certain time but doesn't tell what the statement is.;Dep;Positive;Weather  
I hate that now the app only allows you to see minute cast I need to be able to see how the rest of the week will be, what will the minmax temperature, will it rain or not.... I have no need for how the weather will be in 10min;Usa;Negative;Weather    
Accuweather has been my favorite weather app for the last several years but after the most recent redesign it's gone to the bottom of the list. What's with all the videos in the middle The shaded background is gone and that made it much easier to read.;Usa;Positive;Weather    
Additionally, while the UI is clean and organized, it can require a lot of scrolling. I'd prefer an option for a more layered approach that provides more current data at a glance but allows drill down to see forecast details.;Usa;Positive;Weather   
All the words and images are jumbled together making it unreadable. Change the user interface and organize things on the screen ;Usa;Neutral;Weather   
Also I'm having the same prob as other reviewers with the widget overlaying the fonts from different temps of the day so it's useless ;Usa;Negative;Weather   
Been using AccuWeather from the beginning, and it has always been my absolute favorite weather app. Not anymore. They took something simple and beautiful and made it ugly and complicated. Many of the features are so difficult to find, I haven't even been able to find them yet. What's with all the new tapping and swiping AccuWeather  you really blew it. Horrible update;Usa;Negative;Weather    
Clean interface is nice but too hard to get useful information off of.  I just want to know the forecast for the day and still don't know how to get it.  I just use the website.;Usa;Positive;Weather    
Extremely convoluted layout, much more difficult to use than it needs to be, but at least it's accurate. If you can change the user interface.;Usa;Negative;Weather    
Fix the text issues in the widget please. It is very annoying.;Usa;Negative;Weather   
Frequently tries to stack two city information on top of each other making it completely unreadable. Please fix this issue asap. It is so annoying.;Usa;Neutral;Weather   
Good map visualization. Could use a few more additions to its screen. Gives highlights of weather report first then shows map of moisture and rain and movements of the fronts.;Usa;Positive;Weather   
Beautiful UI, though I could do without the ugly splash screen on each location. The backgrounds are unnecessary. Please change it.;Usa;Positive;Weather    
I hate the new format. It's difficult to navigate and now only displays five days instead of ten days Very disappointed.;Usa;Negative;Weather    
I have held on to the older Accuweather app, but I recenty updated.  Big mistake.  The older app had a great, colorful display.  Now the display has 95 white background with tiny, Applelike, fisherprice icons, and almost unreadable font.  I used Accuweather app for years, but I dumped this new piece of trash.  The Weather Channel app is now much better, trying to be informative and easy to read, rather than Accuweather's toohipforitsowngood illegible new format.;Usa;Positive;Weather    
I just wanted a 35 day forecast, without having to tap precipitation or real feel or hourly temperature and having to scroll hourly....;Usa;Neutral;Weather    
I like that I now have the ability to reorder or totally not display  information. For instance, I no longer display the allergy information at all as I don't care for how it's displayed graphic is ugly.;Usa;Negative;Weather    
I like the 120 minute rain forecast. It helps me plan when to take a walk. The radar feature could use some improvement though;Usa;Positive;Weather    
